               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.064955,             0.08446,            0.053859,             0.42147,             0.13773,             0.13861,            0.066706,             0.06703,            0.065127,            0.052219,              0.0704,           0.0032889,           0.0032889
                   1,            0.064529,            0.080431,            0.052206,             0.26373,             0.14319,             0.10956,            0.049179,              0.0689,            0.065604,            0.051649,            0.040356,           0.0065785,           0.0065785
                   2,            0.066962,            0.081695,            0.050893,             0.31449,             0.11204,            0.091106,            0.038559,            0.071177,            0.065361,            0.053466,            0.010269,           0.0098241,           0.0098241
                   3,            0.067184,            0.080794,            0.050949,             0.43719,             0.10655,             0.10093,            0.044519,            0.072418,            0.066201,            0.055225,            0.009802,            0.009802,            0.009802
                   4,            0.066155,            0.080827,            0.050683,              0.3604,             0.11803,            0.092556,            0.037949,            0.073287,              0.0673,            0.056756,            0.009802,            0.009802,            0.009802
                   5,            0.066172,            0.079156,            0.049333,             0.37412,             0.12635,             0.10355,            0.047722,            0.071261,            0.066248,            0.054778,            0.009736,            0.009736,            0.009736
                   6,            0.065518,            0.080054,            0.048877,             0.37361,            0.097439,            0.085492,            0.036749,            0.070782,            0.066651,            0.056162,             0.00967,             0.00967,             0.00967
                   7,             0.06482,            0.082296,            0.047209,             0.33678,            0.099296,            0.090234,            0.038851,            0.071678,            0.065904,            0.056146,            0.009604,            0.009604,            0.009604
                   8,            0.064194,            0.078227,            0.046799,             0.31935,             0.11545,            0.088432,            0.036974,            0.073167,            0.068527,            0.052774,            0.009538,            0.009538,            0.009538
                   9,             0.06343,            0.076886,            0.046165,             0.32617,             0.12375,             0.10971,            0.046591,             0.07076,            0.066596,            0.053141,            0.009472,            0.009472,            0.009472
                  10,            0.063152,            0.078072,            0.044669,             0.37589,             0.14186,             0.10663,            0.044844,            0.069894,            0.066249,            0.053069,            0.009406,            0.009406,            0.009406
                  11,            0.063045,            0.079203,            0.044062,              0.3802,             0.10809,            0.095388,            0.042049,            0.069993,            0.066159,             0.05363,             0.00934,             0.00934,             0.00934
                  12,            0.062611,            0.076732,            0.042898,             0.39805,             0.12419,             0.10791,            0.049878,            0.069756,            0.065656,            0.051166,            0.009274,            0.009274,            0.009274
                  13,            0.062231,             0.07661,            0.042857,             0.32866,             0.14723,              0.1179,            0.052385,            0.071919,            0.068206,            0.053385,            0.009208,            0.009208,            0.009208
                  14,            0.061902,            0.075219,            0.041663,             0.48873,             0.10911,             0.10705,             0.04728,            0.069321,             0.06565,            0.052331,            0.009142,            0.009142,            0.009142
                  15,            0.061825,            0.075531,            0.041265,             0.34719,             0.14127,             0.12298,            0.053914,            0.069942,            0.067425,            0.053267,            0.009076,            0.009076,            0.009076
                  16,            0.061601,            0.074808,            0.040742,             0.31442,             0.12926,             0.11274,            0.049184,            0.070018,            0.066819,            0.051767,             0.00901,             0.00901,             0.00901
                  17,            0.061319,            0.074534,            0.040397,             0.26611,             0.11565,            0.096125,            0.043151,            0.069651,            0.067341,            0.050688,            0.008944,            0.008944,            0.008944
                  18,            0.060454,            0.073835,            0.039116,             0.27154,             0.14161,             0.11456,            0.049351,            0.069352,            0.067169,            0.052357,            0.008878,            0.008878,            0.008878
                  19,            0.060355,            0.073953,            0.038845,               0.294,             0.13879,             0.12077,             0.05255,            0.070664,            0.066915,            0.051264,            0.008812,            0.008812,            0.008812
                  20,            0.059838,            0.072561,            0.039011,             0.31465,             0.13679,             0.11911,            0.051373,            0.070213,            0.068457,            0.051388,            0.008746,            0.008746,            0.008746
                  21,            0.060091,            0.072569,            0.037671,             0.22746,             0.12197,            0.098519,            0.039262,            0.070431,            0.067804,            0.053275,             0.00868,             0.00868,             0.00868
                  22,            0.059242,            0.071103,            0.038224,             0.26788,             0.15518,             0.11917,            0.049686,            0.070464,            0.066515,            0.051152,            0.008614,            0.008614,            0.008614
                  23,            0.059057,            0.071075,            0.037934,              0.3092,             0.14226,             0.10849,            0.043105,            0.070133,            0.067611,            0.051585,            0.008548,            0.008548,            0.008548
                  24,            0.060031,            0.071784,            0.036849,             0.29411,             0.13425,             0.12117,            0.054833,             0.06898,            0.067191,            0.050473,            0.008482,            0.008482,            0.008482
                  25,            0.058495,             0.06952,            0.036439,             0.26628,             0.15719,             0.12532,            0.057581,             0.06938,            0.067988,            0.051262,            0.008416,            0.008416,            0.008416
                  26,             0.05834,            0.070152,            0.035688,             0.26528,             0.14997,              0.1295,            0.054201,            0.070151,             0.06696,            0.052332,             0.00835,             0.00835,             0.00835
                  27,             0.05792,            0.069619,            0.035671,             0.26192,             0.16114,             0.12718,            0.060344,             0.06885,            0.068183,            0.050843,            0.008284,            0.008284,            0.008284
                  28,            0.058117,            0.069719,            0.035035,              0.3232,              0.1502,             0.11891,            0.050693,            0.070609,            0.068113,            0.051236,            0.008218,            0.008218,            0.008218
                  29,            0.057787,            0.069674,            0.034699,             0.29762,             0.12553,             0.11906,            0.050424,            0.068719,            0.068496,             0.05286,            0.008152,            0.008152,            0.008152
                  30,            0.057092,            0.068056,             0.03463,             0.33843,             0.13444,             0.12392,            0.057082,            0.070506,            0.069737,            0.052424,            0.008086,            0.008086,            0.008086
                  31,            0.057195,            0.069006,            0.034115,             0.28855,             0.14767,             0.13486,             0.06115,            0.070537,            0.069822,            0.052187,             0.00802,             0.00802,             0.00802
                  32,            0.057305,            0.068145,            0.033336,             0.30739,             0.15295,             0.13064,            0.061833,            0.069835,            0.070495,            0.051258,            0.007954,            0.007954,            0.007954
                  33,            0.056502,            0.068575,              0.0335,              0.3631,             0.14642,             0.13909,            0.062387,             0.07009,            0.068907,            0.051201,            0.007888,            0.007888,            0.007888
                  34,            0.057115,            0.070041,            0.032239,             0.23273,             0.16206,             0.14357,            0.065422,            0.070158,            0.068272,            0.051935,            0.007822,            0.007822,            0.007822
                  35,             0.05629,            0.069018,            0.032007,             0.28847,             0.14175,             0.13483,            0.060374,            0.069598,            0.070474,            0.053169,            0.007756,            0.007756,            0.007756
                  36,            0.056089,            0.067516,              0.0317,             0.32747,             0.15082,              0.1261,            0.056992,            0.070754,            0.069802,            0.052552,             0.00769,             0.00769,             0.00769
                  37,            0.056026,            0.068284,            0.031971,             0.30924,             0.14231,             0.13282,            0.057705,            0.070252,            0.069507,            0.050552,            0.007624,            0.007624,            0.007624
                  38,            0.055424,            0.065968,            0.030785,             0.31203,             0.15796,             0.13477,            0.059959,            0.070405,            0.069656,            0.052048,            0.007558,            0.007558,            0.007558
                  39,            0.055795,            0.066458,            0.031219,             0.39686,             0.13688,             0.12698,            0.057978,            0.070388,             0.07174,            0.052529,            0.007492,            0.007492,            0.007492
                  40,             0.05504,            0.067124,            0.030779,              0.3217,             0.16925,             0.12937,            0.059752,            0.070336,            0.070929,            0.052904,            0.007426,            0.007426,            0.007426
                  41,            0.055263,            0.065541,            0.030198,             0.27694,             0.16176,             0.13922,            0.061148,            0.069352,             0.06989,            0.052503,             0.00736,             0.00736,             0.00736
                  42,            0.054462,            0.067457,            0.029917,             0.28561,             0.17182,             0.13397,            0.061134,            0.070401,             0.06983,            0.052024,            0.007294,            0.007294,            0.007294
                  43,            0.054719,            0.066269,            0.029878,             0.27162,             0.15053,             0.13791,            0.060458,              0.0698,             0.07014,            0.052289,            0.007228,            0.007228,            0.007228
                  44,            0.054003,             0.06408,            0.029817,             0.29551,             0.15285,             0.13382,            0.062892,            0.070506,            0.070171,            0.052008,            0.007162,            0.007162,            0.007162
                  45,            0.054067,            0.065873,            0.028927,             0.25238,             0.16468,             0.13112,            0.061857,            0.070317,             0.07156,            0.052706,            0.007096,            0.007096,            0.007096
                  46,            0.053833,            0.064142,            0.028736,             0.25112,             0.16488,             0.13721,            0.060569,            0.070821,            0.070625,            0.053428,             0.00703,             0.00703,             0.00703
                  47,            0.053875,             0.06426,            0.028134,              0.2721,             0.14463,             0.13537,            0.063925,            0.069743,             0.07179,            0.051407,            0.006964,            0.006964,            0.006964
                  48,             0.05313,            0.063801,            0.028292,             0.19889,             0.20084,             0.13739,            0.062252,            0.070258,            0.071264,            0.052998,            0.006898,            0.006898,            0.006898
                  49,            0.052977,            0.062893,            0.028332,             0.26623,             0.14628,             0.12891,            0.060594,            0.070368,            0.071947,            0.053226,            0.006832,            0.006832,            0.006832
                  50,            0.052652,            0.063605,            0.027882,             0.37022,             0.14077,             0.14103,            0.061964,            0.070645,             0.07353,            0.051618,            0.006766,            0.006766,            0.006766
                  51,            0.052663,            0.063601,            0.027509,             0.36565,             0.13519,             0.13889,            0.065893,            0.071202,             0.07098,             0.05281,              0.0067,              0.0067,              0.0067
                  52,            0.052563,            0.062727,            0.026908,             0.27515,             0.15936,             0.14253,             0.06261,            0.071156,            0.072484,            0.051455,            0.006634,            0.006634,            0.006634
                  53,            0.052599,            0.063656,            0.026432,             0.29358,             0.16592,             0.13376,            0.060992,            0.070399,            0.073142,            0.051026,            0.006568,            0.006568,            0.006568
                  54,            0.051909,             0.06383,            0.026176,             0.27527,              0.1438,              0.1298,            0.061549,            0.070531,            0.072516,            0.051834,            0.006502,            0.006502,            0.006502
                  55,            0.051319,            0.061885,             0.02568,              0.3113,             0.16074,             0.14038,             0.06702,            0.070519,            0.072928,             0.05206,            0.006436,            0.006436,            0.006436
                  56,            0.052003,            0.060406,             0.02609,             0.31404,             0.15075,             0.13984,            0.064669,            0.071442,            0.073608,            0.052747,             0.00637,             0.00637,             0.00637
                  57,            0.051909,            0.060563,            0.026334,              0.2305,              0.1774,             0.13067,            0.055606,            0.072053,            0.073526,            0.051919,            0.006304,            0.006304,            0.006304
                  58,            0.051297,             0.06074,            0.025739,             0.26588,             0.14797,              0.1318,             0.06356,            0.070874,            0.071705,            0.052185,            0.006238,            0.006238,            0.006238
                  59,            0.051541,            0.061183,            0.024998,             0.31446,             0.14748,             0.12735,            0.057846,            0.070759,            0.074803,            0.053598,            0.006172,            0.006172,            0.006172
                  60,            0.051197,            0.061211,            0.025022,             0.32921,             0.15959,             0.14235,            0.065584,            0.071606,            0.073796,            0.052113,            0.006106,            0.006106,            0.006106
                  61,            0.050818,            0.062421,            0.024961,             0.27195,              0.1728,             0.14165,            0.066885,            0.072444,            0.074094,            0.051505,             0.00604,             0.00604,             0.00604
                  62,            0.050826,            0.059626,            0.024737,             0.34246,             0.14154,             0.13432,            0.059759,            0.071066,            0.072797,            0.052755,            0.005974,            0.005974,            0.005974
                  63,            0.050702,            0.059499,             0.02441,             0.29446,             0.15809,             0.13455,             0.06586,            0.071092,            0.073914,            0.052504,            0.005908,            0.005908,            0.005908
                  64,            0.050732,            0.060045,            0.023916,             0.28488,             0.16773,             0.14099,            0.070137,            0.070724,             0.07399,            0.053746,            0.005842,            0.005842,            0.005842
                  65,            0.050212,            0.058662,            0.023991,             0.29788,             0.15733,             0.14605,            0.067109,              0.0711,            0.074592,            0.053277,            0.005776,            0.005776,            0.005776
                  66,            0.050573,            0.057118,            0.024788,             0.27824,              0.1513,             0.13468,            0.065366,            0.071744,            0.075086,            0.054167,             0.00571,             0.00571,             0.00571
                  67,            0.049754,            0.059317,            0.023456,             0.23089,             0.15809,             0.12821,            0.061681,            0.071615,            0.074657,            0.053558,            0.005644,            0.005644,            0.005644
                  68,             0.04995,            0.059046,            0.023281,              0.2884,              0.1604,             0.14118,            0.071236,            0.071145,            0.075609,            0.054058,            0.005578,            0.005578,            0.005578
                  69,            0.049969,            0.059548,             0.02327,             0.26756,             0.15108,             0.13156,            0.061561,            0.070679,            0.075546,            0.053586,            0.005512,            0.005512,            0.005512
                  70,             0.04868,            0.056255,            0.022981,              0.3232,             0.15348,             0.14274,            0.070291,            0.071264,            0.075854,            0.052206,            0.005446,            0.005446,            0.005446
                  71,            0.048349,            0.056819,            0.022659,             0.22512,             0.18899,              0.1433,            0.069257,            0.070798,            0.075814,            0.053025,             0.00538,             0.00538,             0.00538
                  72,            0.048353,            0.056446,            0.023131,              0.2517,             0.16631,             0.14061,            0.069711,             0.07117,            0.076109,            0.053021,            0.005314,            0.005314,            0.005314
                  73,            0.048524,            0.058148,            0.022427,             0.28928,             0.17602,             0.14511,            0.070909,            0.071378,            0.074537,            0.054617,            0.005248,            0.005248,            0.005248
                  74,            0.048374,            0.057012,            0.022104,             0.25734,             0.16111,             0.14755,            0.069977,            0.071018,             0.07545,            0.053352,            0.005182,            0.005182,            0.005182
                  75,            0.048555,            0.057486,             0.02222,             0.29747,              0.1535,             0.14552,            0.066422,            0.071733,            0.076708,            0.054614,            0.005116,            0.005116,            0.005116
                  76,            0.049125,            0.059781,            0.022018,             0.32194,             0.16817,             0.15014,            0.072734,            0.072104,             0.07516,            0.053061,             0.00505,             0.00505,             0.00505
                  77,            0.048102,            0.057473,            0.021289,             0.33852,             0.15947,             0.13842,            0.067908,            0.071826,            0.078323,            0.053248,            0.004984,            0.004984,            0.004984
                  78,            0.047682,            0.056318,            0.022037,              0.2728,             0.17533,             0.14872,            0.073329,            0.072382,            0.076471,            0.052871,            0.004918,            0.004918,            0.004918
                  79,            0.047714,             0.05706,            0.020783,             0.26997,             0.16881,             0.13558,            0.066908,            0.072203,            0.077796,            0.053624,            0.004852,            0.004852,            0.004852
                  80,            0.047535,            0.057596,            0.020676,             0.31484,             0.15371,             0.13485,            0.066805,            0.071766,            0.079043,            0.053921,            0.004786,            0.004786,            0.004786
                  81,            0.047349,            0.056826,            0.020232,             0.28814,             0.15583,             0.13904,            0.070718,            0.071619,            0.078855,              0.0525,             0.00472,             0.00472,             0.00472
                  82,            0.047591,            0.056822,            0.020835,              0.2748,             0.15092,             0.13815,            0.065815,            0.071648,            0.078539,            0.054349,            0.004654,            0.004654,            0.004654
                  83,            0.046978,            0.054617,            0.020687,             0.26924,             0.15408,             0.13285,            0.064124,            0.071171,            0.080566,            0.053007,            0.004588,            0.004588,            0.004588
                  84,            0.046919,            0.054269,            0.020731,             0.28956,             0.16177,             0.13267,            0.062536,            0.072551,            0.077301,            0.053321,            0.004522,            0.004522,            0.004522
                  85,            0.046769,            0.055328,            0.020376,             0.37675,             0.12782,              0.1378,             0.06713,            0.072602,            0.081377,            0.053154,            0.004456,            0.004456,            0.004456
                  86,            0.046765,            0.056037,            0.020565,             0.34004,             0.14541,             0.13937,            0.071508,            0.072319,            0.078908,            0.053319,             0.00439,             0.00439,             0.00439
                  87,            0.046089,             0.05492,             0.02041,             0.39716,             0.13912,             0.14754,            0.073597,            0.072207,            0.078147,            0.053911,            0.004324,            0.004324,            0.004324
                  88,            0.046572,            0.056113,            0.019911,             0.42841,             0.12724,             0.14423,            0.070438,            0.072003,             0.07809,             0.05317,            0.004258,            0.004258,            0.004258
                  89,            0.046228,            0.054714,            0.019659,             0.26466,             0.15954,             0.14066,             0.07063,            0.071702,            0.079065,            0.054074,            0.004192,            0.004192,            0.004192
                  90,            0.046139,            0.056172,              0.0191,             0.26511,             0.15379,             0.14254,            0.072011,            0.072461,            0.078886,            0.053428,            0.004126,            0.004126,            0.004126
                  91,            0.045497,            0.054597,            0.019485,             0.29891,              0.1522,              0.1507,            0.077509,            0.072577,             0.07853,            0.053795,             0.00406,             0.00406,             0.00406
                  92,            0.045907,            0.056112,            0.019327,             0.25175,             0.17072,             0.14226,            0.066744,            0.071358,            0.076161,            0.053129,            0.003994,            0.003994,            0.003994
                  93,            0.045693,            0.055092,            0.019744,             0.32169,             0.15011,             0.14849,            0.075131,            0.071787,            0.079099,            0.053117,            0.003928,            0.003928,            0.003928
                  94,             0.04564,            0.055461,            0.019152,             0.29184,             0.15035,             0.13863,            0.068101,            0.071466,            0.079967,            0.053291,            0.003862,            0.003862,            0.003862
                  95,            0.045477,            0.053661,            0.018595,             0.35191,             0.15036,             0.14682,            0.072814,            0.072256,            0.080154,            0.053659,            0.003796,            0.003796,            0.003796
                  96,            0.045517,            0.054884,            0.018655,             0.30478,             0.15046,              0.1448,            0.074232,            0.072555,            0.079437,            0.053828,             0.00373,             0.00373,             0.00373
                  97,            0.045019,            0.053441,            0.018564,             0.41892,             0.15063,             0.14988,            0.073947,            0.072374,              0.0801,            0.054556,            0.003664,            0.003664,            0.003664
                  98,            0.044843,            0.053248,             0.01842,             0.22139,              0.1539,             0.12834,              0.0632,            0.072415,            0.080481,            0.054488,            0.003598,            0.003598,            0.003598
                  99,            0.044526,            0.053468,             0.01819,             0.32092,             0.14468,             0.14054,            0.070853,            0.072706,             0.07995,            0.053979,            0.003532,            0.003532,            0.003532
                 100,             0.04475,            0.054454,            0.017771,             0.36868,              0.1481,             0.15475,             0.07675,            0.072686,            0.081471,            0.053407,            0.003466,            0.003466,            0.003466
                 101,             0.04467,             0.05354,             0.01835,              0.2915,             0.15402,             0.14136,            0.072442,            0.071569,            0.081057,             0.05364,              0.0034,              0.0034,              0.0034
                 102,             0.04419,            0.052114,            0.017469,             0.29925,             0.15082,             0.13874,            0.068965,            0.072521,            0.079509,            0.055276,            0.003334,            0.003334,            0.003334
                 103,            0.044135,            0.054853,             0.01782,             0.27445,             0.16173,             0.14308,            0.071132,            0.071768,            0.080257,            0.053888,            0.003268,            0.003268,            0.003268
                 104,            0.043897,            0.052594,            0.017295,             0.28137,             0.15209,             0.14129,            0.069853,            0.072104,            0.080082,            0.055406,            0.003202,            0.003202,            0.003202
                 105,            0.043772,            0.053762,            0.017486,             0.33713,             0.14873,             0.14594,            0.072563,            0.071668,            0.078781,            0.053824,            0.003136,            0.003136,            0.003136
                 106,            0.043223,            0.050375,             0.01713,             0.33582,             0.14972,             0.14259,            0.073907,            0.071798,            0.079926,            0.055028,             0.00307,             0.00307,             0.00307
                 107,            0.043563,            0.052799,            0.017627,             0.30095,             0.15519,             0.14738,            0.075271,             0.07243,            0.081454,            0.054996,            0.003004,            0.003004,            0.003004
                 108,            0.043321,            0.051219,            0.016975,             0.28989,             0.15742,             0.14731,            0.076721,             0.07238,            0.079603,             0.05528,            0.002938,            0.002938,            0.002938
                 109,            0.043282,            0.051812,            0.017618,             0.27477,              0.1666,              0.1517,            0.076195,            0.072037,            0.079546,            0.054345,            0.002872,            0.002872,            0.002872
                 110,            0.042864,            0.051266,            0.017368,             0.31697,             0.15106,             0.14637,            0.073884,            0.071956,            0.081584,            0.054835,            0.002806,            0.002806,            0.002806
                 111,            0.043172,            0.051906,            0.016994,             0.38933,             0.14594,             0.14305,            0.072671,            0.071914,            0.080534,            0.054713,             0.00274,             0.00274,             0.00274
                 112,            0.042024,            0.050704,            0.016701,             0.33696,              0.1569,             0.14804,            0.075732,            0.071573,            0.080087,            0.054641,            0.002674,            0.002674,            0.002674
                 113,            0.042215,            0.051652,            0.017196,             0.30568,             0.16246,             0.14821,             0.07802,            0.072049,            0.081223,            0.055289,            0.002608,            0.002608,            0.002608
                 114,            0.042253,            0.052558,            0.016672,             0.28027,             0.16947,             0.14577,            0.072156,            0.072373,            0.080699,            0.054635,            0.002542,            0.002542,            0.002542
                 115,            0.041994,            0.050809,             0.01669,              0.3035,              0.1661,             0.14837,            0.077805,            0.071973,             0.08092,            0.055138,            0.002476,            0.002476,            0.002476
                 116,            0.041699,            0.049825,            0.015868,             0.31196,             0.15715,             0.14933,            0.075984,            0.072577,            0.080991,            0.054827,             0.00241,             0.00241,             0.00241
                 117,            0.042056,            0.050866,            0.016056,             0.35865,             0.14287,             0.15003,            0.077305,            0.072976,            0.082781,             0.05488,            0.002344,            0.002344,            0.002344
                 118,            0.041933,            0.050341,            0.016052,             0.42956,             0.13819,             0.14668,            0.072363,            0.072486,            0.082975,            0.054979,            0.002278,            0.002278,            0.002278
                 119,            0.041629,            0.051193,            0.015709,              0.2844,             0.15713,             0.15011,            0.077254,            0.072996,            0.083075,            0.055108,            0.002212,            0.002212,            0.002212
                 120,            0.041009,            0.048622,            0.016093,             0.25994,             0.16331,             0.15346,            0.078767,            0.071894,            0.080634,            0.054709,            0.002146,            0.002146,            0.002146
                 121,            0.041546,            0.050141,            0.015871,             0.33495,             0.15585,             0.15008,            0.077867,            0.072277,            0.080715,            0.054536,             0.00208,             0.00208,             0.00208
                 122,             0.04108,            0.049668,            0.015576,             0.36715,             0.14142,             0.15145,            0.072575,            0.072616,            0.082199,            0.055196,            0.002014,            0.002014,            0.002014
                 123,            0.040962,            0.049958,            0.015429,             0.28827,             0.14313,             0.14359,            0.070575,            0.072203,            0.081724,            0.055094,            0.001948,            0.001948,            0.001948
                 124,            0.040613,            0.049283,             0.01551,             0.30818,             0.17301,               0.156,            0.077127,            0.072549,            0.083267,            0.054807,            0.001882,            0.001882,            0.001882
                 125,            0.040706,              0.0484,            0.015659,             0.30364,             0.15268,             0.14593,            0.076052,             0.07238,            0.083875,            0.054535,            0.001816,            0.001816,            0.001816
                 126,            0.040489,            0.049636,            0.015246,             0.29869,             0.15994,              0.1475,            0.074472,            0.072458,            0.083405,            0.055009,             0.00175,             0.00175,             0.00175
                 127,            0.040507,            0.048919,            0.015288,             0.31481,             0.15565,             0.15177,            0.077562,             0.07235,            0.082659,            0.055165,            0.001684,            0.001684,            0.001684
                 128,             0.04053,            0.049557,            0.015303,             0.32774,              0.1486,             0.14505,            0.076082,            0.072192,            0.081735,            0.054897,            0.001618,            0.001618,            0.001618
                 129,            0.040531,            0.048946,            0.015504,             0.36438,             0.14384,             0.14681,            0.075725,            0.072276,            0.083034,            0.054201,            0.001552,            0.001552,            0.001552
                 130,            0.040006,            0.048499,            0.014901,             0.30909,             0.15265,             0.14585,            0.072636,            0.073326,            0.083854,            0.054713,            0.001486,            0.001486,            0.001486
                 131,            0.040133,            0.049595,            0.015365,             0.32785,             0.16663,                0.15,            0.076338,            0.072044,            0.082443,            0.055443,             0.00142,             0.00142,             0.00142
                 132,            0.039444,            0.048351,            0.015129,             0.30288,             0.16911,             0.14901,            0.078055,             0.07186,            0.082672,            0.055188,            0.001354,            0.001354,            0.001354
                 133,            0.039961,            0.047963,            0.015257,             0.25643,             0.15963,             0.14254,            0.074973,            0.072893,            0.083771,            0.055623,            0.001288,            0.001288,            0.001288
                 134,              0.0397,            0.048491,            0.014515,              0.2767,              0.1628,             0.15244,            0.077315,            0.072296,            0.082596,            0.055153,            0.001222,            0.001222,            0.001222
                 135,            0.039736,            0.049458,            0.015039,             0.29703,             0.15507,             0.14566,             0.07594,            0.072446,            0.083738,            0.055102,            0.001156,            0.001156,            0.001156
                 136,            0.039378,            0.048567,            0.014558,             0.34368,             0.15702,             0.14672,              0.0749,            0.073389,            0.085005,            0.055638,             0.00109,             0.00109,             0.00109
                 137,            0.039367,            0.048008,            0.014226,             0.35091,             0.15082,             0.14869,            0.074231,            0.073207,             0.08493,            0.055419,            0.001024,            0.001024,            0.001024
                 138,            0.039691,             0.04828,            0.014856,             0.30189,             0.15622,             0.14525,             0.07533,            0.072437,            0.083095,            0.055349,            0.000958,            0.000958,            0.000958
                 139,            0.038726,            0.047265,             0.01485,             0.27388,             0.16219,             0.14674,            0.074433,            0.072835,            0.082639,            0.055093,            0.000892,            0.000892,            0.000892
                 140,            0.038587,            0.047892,            0.014197,             0.27331,             0.16403,             0.14871,             0.07545,            0.072611,            0.084128,            0.055295,            0.000826,            0.000826,            0.000826
                 141,             0.03869,            0.047743,             0.01415,             0.36233,             0.14452,             0.15156,            0.076151,            0.072866,            0.084569,            0.055135,             0.00076,             0.00076,             0.00076
                 142,             0.03863,            0.047669,            0.014438,             0.27383,             0.15888,             0.14946,            0.076144,            0.072859,            0.084152,            0.055228,            0.000694,            0.000694,            0.000694
                 143,            0.038563,             0.04891,            0.014182,             0.35689,             0.15293,             0.15002,            0.076328,            0.073127,            0.084379,            0.055555,            0.000628,            0.000628,            0.000628
                 144,            0.038876,            0.047722,            0.014288,             0.33736,             0.15247,             0.14983,             0.07631,            0.072882,            0.085026,            0.055613,            0.000562,            0.000562,            0.000562
                 145,            0.038171,            0.047212,             0.01392,             0.31733,             0.15904,             0.15006,            0.076158,            0.072902,             0.08493,            0.055559,            0.000496,            0.000496,            0.000496
                 146,            0.038521,            0.048331,            0.014318,             0.31982,               0.157,             0.14922,            0.077307,            0.072844,            0.084756,            0.055602,             0.00043,             0.00043,             0.00043
                 147,            0.037876,            0.045769,            0.014222,             0.29924,             0.15174,             0.14624,            0.077117,            0.073077,            0.084758,            0.055593,            0.000364,            0.000364,            0.000364
                 148,            0.038245,            0.048039,              0.0136,             0.27302,             0.16152,             0.14994,            0.076725,            0.073109,            0.084726,            0.055617,            0.000298,            0.000298,            0.000298
                 149,            0.038033,             0.04685,            0.013982,             0.25867,             0.16269,             0.14637,            0.074268,            0.072793,            0.084819,            0.055431,            0.000232,            0.000232,            0.000232
